"","word1","word2","freq"
"2017","didn’t","really",4
"2018","didnt","care",4
"2019","didnt","make",4
"2020","didnt","take",4
"2021","dim","sum",4
"2022","doesn’t","mean",4
"2023","doesnt","believe",4
"2024","doesnt","even",4
"2025","doesnt","take",4
"2026","doesnt","think",4
"2027","doesnt","work",4
"2028","don’t","even",4
"2029","don’t","need",4
"2030","don’t","really",4
"2031","done","right",4
"2032","dont","ask",4
"2033","dont","normally",4
"2034","dont","put",4
"2035","dont","tell",4
"2036","early","march",4
"2037","east","th",4
"2038","eat","the",4
"2039","end","day",4
"2040","end","first",4
"2041","enough","time",4
"2042","environmental","protection",4
"2043","european","banks",4
"2044","even","get",4
"2045","even","got",4
"2046","ever","get",4
"2047","every","now",4
"2048","everyday","i",4
"2049","exactly","much",4
"2050","except","one",4
"2051","executive","vice",4
"2052","facebook","page",4
"2053","fair","say",4
"2054","family","i",4
"2055","family","services",4
"2056","family","the",4
"2057","fans","can",4
"2058","far","behind",4
"2059","fast","enough",4
"2060","favorite","things",4
"2061","feel","comfortable",4
"2062","feel","great",4
"2063","feel","happy",4
"2064","fell","love",4
"2065","felt","bad",4
"2066","finally","i",4
"2067","financial","officer",4
"2068","find","i",4
"2069","find","one",4
"2070","first","ever",4
"2071","first","five",4
"2072","first","full",4
"2073","first","let",4
"2074","first","person",4
"2075","fiscal","year",4
"2076","five","minutes",4
"2077","follow","i",4
"2078","food","truck",4
"2079","for","many",4
"2080","for","year",4
"2081","forget","i",4
"2082","former","st",4
"2083","found","guilty",4
"2084","four","five",4
"2085","four","hits",4
"2086","four","months",4
"2087","fourth","straight",4
"2088","free","speech",4
"2089","friend","mine",4
"2090","front","i",4
"2091","full","day",4
"2092","game","he",4
"2093","game","i",4
"2094","game","will",4
"2095","gas","station",4
"2096","general","admission",4
"2097","get","another",4
"2098","get","going",4
"2099","get","good",4
"2100","get","i",4
"2101","get","information",4
"2102","get","less",4
"2103","get","little",4
"2104","get","new",4
"2105","get","people",4
"2106","get","real",4
"2107","get","rid",4
"2108","get","right",4
"2109","get","see",4
"2110","get","used",4
"2111","get","work",4
"2112","girl","i",4
"2113","glad","like",4
"2114","go","one",4
"2115","go","school",4
"2116","goat","cheese",4
"2117","god","gave",4
"2118","god","i",4
"2119","goes","back",4
"2120","going","around",4
"2121","going","great",4
"2122","going","keep",4
"2123","going","put",4
"2124","going","start",4
"2125","going","well",4
"2126","golf","course",4
"2127","good","example",4
"2128","good","god",4
"2129","good","looking",4
"2130","good","music",4
"2131","good","old",4
"2132","good","right",4
"2133","good","things",4
"2134","goods","services",4
"2135","got","first",4
"2136","got","go",4
"2137","got","good",4
"2138","got","lots",4
"2139","got","thing",4
"2140","great","many",4
"2141","great","show",4
"2142","great","work",4
"2143","greater","cleveland",4
"2144","grocery","stores",4
"2145","growing","i",4
"2146","guess","im",4
"2147","ha","i",4
"2148","haha","i",4
"2149","half","hour",4
"2150","half","hours",4
"2151","hall","famers",4
"2152","happy","holidays",4
"2153","hard","time",4
"2154","have","fun",4
"2155","have","great",4
"2156","havent","even",4
"2157","havent","read",4
"2158","he","always",4
"2159","he","got",4
"2160","he","knows",4
"2161","he","left",4
"2162","he","looks",4
"2163","he","never",4
"2164","he","told",4
"2165","he","wants",4
"2166","he’s","also",4
"2167","help","children",4
"2168","help","get",4
"2169","help","i",4
"2170","hes","done",4
"2171","hes","great",4
"2172","hes","just",4
"2173","hes","really",4
"2174","high","blood",4
"2175","high","schools",4
"2176","him","he",4
"2177","hip","hop",4
"2178","hong","kong",4
"2179","hope","everyone",4
"2180","hopefully","will",4
"2181","hot","i",4
"2182","hot","new",4
"2183","hour","half",4
"2184","however","im",4
"2185","human","body",4
"2186","i","added",4
"2187","i","aint",4
"2188","i","am",4
"2189","i","apologize",4
"2190","i","appreciate",4
"2191","i","ate",4
"2192","i","became",4
"2193","i","begin",4
"2194","i","bring",4
"2195","i","call",4
"2196","i","care",4
"2197","i","consider",4
"2198","i","enough",4
"2199","i","extremely",4
"2200","i","finish",4
"2201","i","finished",4
"2202","i","forget",4
"2203","i","getting",4
"2204","i","grateful",4
"2205","i","headed",4
"2206","i","highly",4
"2207","i","home",4
"2208","i","impressed",4
"2209","i","looking",4
"2210","i","lost",4
"2211","i","missing",4
"2212","i","often",4
"2213","i","pick",4
"2214","i","plan",4
"2215","i","pointed",4
"2216","i","pretty",4
"2217","i","ready",4
"2218","i","respect",4
"2219","i","sad",4
"2220","i","sent",4
"2221","i","seriously",4
"2222","i","shall",4
"2223","i","signed",4
"2224","i","stay",4
"2225","i","suggested",4
"2226","i","suspect",4
"2227","i","taking",4
"2228","i","time",4
"2229","i","truly",4
"2230","i","type",4
"2231","i","walking",4
"2232","i","was",4
"2233","i’m","still",4
"2234","i’ve","given",4
"2235","i’ve","got",4
"2236","i’ve","never",4
"2237","id","love",4
"2238","if","anybody",4
"2239","if","you’ve",4
"2240","ill","never",4
"2241","ill","tell",4
"2242","illegal","immigrants",4
"2243","im","afraid",4
"2244","im","already",4
"2245","im","also",4
"2246","im","bored",4
"2247","im","coming",4
"2248","im","dying",4
"2249","im","giving",4
"2250","im","talking",4
"2251","im","working",4
"2252","image","i",4
"2253","in","future",4
"2254","in","meantime",4
"2255","in","recent",4
"2256","in","second",4
"2257","in","words",4
"2258","including","one",4
"2259","income","tax",4
"2260","incorporated","item",4
"2261","indie","rock",4
"2262","insurance","company",4
"2263","it","first",4
"2264","it","gets",4
"2265","it","i",4
"2266","it","important",4
"2267","it","made",4
"2268","it","might",4
"2269","it","takes",4
"2270","it","worked",4
"2271","it’s","also",4
"2272","it’s","great",4
"2273","its","almost",4
"2274","its","fun",4
"2275","its","tough",4
"2276","ive","made",4
"2277","ive","seen",4
"2278","jersey","city",4
"2279","just","add",4
"2280","just","always",4
"2281","just","bit",4
"2282","just","bought",4
"2283","just","came",4
"2284","just","can’t",4
"2285","just","cant",4
"2286","just","doesnt",4
"2287","just","fine",4
"2288","just","gave",4
"2289","just","give",4
"2290","just","going",4
"2291","just","hope",4
"2292","just","isnt",4
"2293","just","kidding",4
"2294","just","never",4
"2295","just","said",4
"2296","just","sit",4
"2297","just","south",4
"2298","just","woke",4
"2299","justice","department",4
"2300","justin","bieber",4
"2301","kids","can",4
"2302","kids","love",4
"2303","kind","like",4
"2304","know","exactly",4
"2305","know","it’s",4
"2306","know","thats",4
"2307","know","they",4
"2308","know","well",4
"2309","know","whether",4
"2310","lady","gaga",4
"2311","large","part",4
"2312","last","couple",4
"2313","last","four",4
"2314","last","name",4
"2315","last","one",4
"2316","last","saturday",4
"2317","last","seven",4
"2318","last","tweet",4
"2319","laughing","boy",4
"2320","law","firm",4
"2321","law","school",4
"2322","lawsuit","filed",4
"2323","least","hours",4
"2324","least","minutes",4
"2325","least","percent",4
"2326","leaving","behind",4
"2327","left","knee",4
"2328","less","minutes",4
"2329","let","sit",4
"2330","let","tell",4
"2331","lets","say",4
"2332","life","get",4
"2333","life","the",4
"2334","like","a",4
"2335","like","every",4
"2336","like","great",4
"2337","like","mad",4
"2338","like","really",4
"2339","like","show",4
"2340","like","youre",4
"2341","little","brother",4
"2342","little","girl",4
"2343","lol","im",4
"2344","long","day",4
"2345","long","enough",4
"2346","long","long",4
"2347","long","way",4
"2348","looking","good",4
"2349","lot","fun",4
"2350","lot","things",4
"2351","loud","enough",4
"2352","love","it",4
"2353","love","like",4
"2354","love","respect",4
"2355","love","summer",4
"2356","love","ya",4
"2357","love","you",4
"2358","lunch","dinner",4
"2359","luther","king",4
"2360","made","clear",4
"2361","made","sure",4
"2362","main","reason",4
"2363","make","adjustments",4
"2364","make","best",4
"2365","make","better",4
"2366","make","decisions",4
"2367","make","difference",4
"2368","make","good",4
"2369","make","life",4
"2370","make","one",4
"2371","make","perfect",4
"2372","make","real",4
"2373","make","work",4
"2374","making","money",4
"2375","man","woman",4
"2376","march","th",4
"2377","martha","stewart",4
"2378","martin","luther",4
"2379","may","come",4
"2380","may","day",4
"2381","may","may",4
"2382","maybe","will",4
"2383","mean","anything",4
"2384","medical","school",4
"2385","middle","class",4
"2386","middle","night",4
"2387","might","say",4
"2388","might","take",4
"2389","million","bond",4
"2390","million","first",4
"2391","minutes","seconds",4
"2392","miss","u",4
"2393","miss","you",4
"2394","money","back",4
"2395","money","i",4
"2396","most","people",4
"2397","move","i",4
"2398","much","easier",4
"2399","much","following",4
"2400","much","money",4
"2401","much","needed",4
"2402","much","possible",4
"2403","much","work",4
"2404","music","i",4
"2405","must","say",4
"2406","my","best",4
"2407","my","daughter",4
"2408","my","first",4
"2409","my","friend",4
"2410","my","job",4
"2411","my","son",4
"2412","natural","gas",4
"2413","nearly","million",4
"2414","need","understand",4
"2415","need","worry",4
"2416","needed","get",4
"2417","never","gets",4
"2418","never","mind",4
"2419","never","played",4
"2420","new","delhi",4
"2421","new","found",4
"2422","new","friend",4
"2423","new","game",4
"2424","new","ipad",4
"2425","new","jerseys",4
"2426","new","rules",4
"2427","new","twitter",4
"2428","next","two",4
"2429","nice","i",4
"2430","night","night",4
"2431","nine","points",4
"2432","none","us",4
"2433","not","even",4
"2434","not","i",4
"2435","not","just",4
"2436","nothing","like",4
"2437","now","following",4
"2438","now","get",4
"2439","now","its",4
"2440","now","many",4
"2441","now","will",4
"2442","obviously","i",4
"2443","old","school",4
"2444","older","i",4
"2445","on","friday",4
"2446","on","one",4
"2447","on","the",4
"2448","on","thursday",4
"2449","on","tuesday",4
"2450","on","way",4
"2451","once","i",4
"2452","one","else",4
"2453","one","employees",4
"2454","one","four",4
"2455","one","free",4
"2456","one","going",4
"2457","one","interesting",4
"2458","one","main",4
"2459","one","may",4
"2460","one","room",4
"2461","one","word",4
"2462","only","one",4
"2463","open","mic",4
"2464","or","i",4
"2465","order","the",4
"2466","osama","bin",4
"2467","others","will",4
"2468","pale","ale",4
"2469","paper","i",4
"2470","part","story",4
"2471","part","time",4
"2472","passion","fruit",4
"2473","past","days",4
"2474","past","two",4
"2475","pay","attention",4
"2476","people","—",4
"2477","people","actually",4
"2478","people","around",4
"2479","people","come",4
"2480","people","going",4
"2481","people","live",4
"2482","people","living",4
"2483","people","looking",4
"2484","people","now",4
"2485","people","real",4
"2486","per","person",4
"2487","percent","the",4
"2488","percent","year",4
"2489","perfect","time",4
"2490","perhaps","i",4
"2491","period","time",4
"2492","pine","nuts",4
"2493","pinot","noir",4
"2494","pitching","coach",4
"2495","place","i",4
"2496","planned","parenthood",4
"2497","play","game",4
"2498","playing","like",4
"2499","please","i",4
"2500","pm","today",4
"2501","police","chief",4
"2502","police","officers",4
"2503","police","say",4
"2504","polls","show",4
"2505","power","lines",4
"2506","preheat","oven",4
"2507","press","conference",4
"2508","probably","just",4
"2509","probably","wont",4
"2510","program","the",4
"2511","public","opinion",4
"2512","public","schools",4
"2513","public","service",4
"2514","q","how",4
"2515","quality","life",4
"2516","question","i",4
"2517","question","will",4
"2518","quite","time",4
"2519","radio","stations",4
"2520","ran","away",4
"2521","reading","book",4
"2522","ready","bed",4
"2523","real","world",4
"2524","really","hard",4
"2525","really","liked",4
"2526","really","love",4
"2527","really","mean",4
"2528","red","sox",4
"2529","refrigerate","least",4
"2530","relationship","i",4
"2531","release","party",4
"2532","report","released",4
"2533","republican","party",4
"2534","research","can",4
"2535","researchers","found",4
"2536","rick","perry",4
"2537","right","the",4
"2538","right","we",4
"2539","road","rant",4
"2540","road","show",4
"2541","root","beer",4
"2542","rose","bowl",4
"2543","rt","you",4
"2544","running","away",4
"2545","running","back",4
"2546","sad","i",4
"2547","said","company",4
"2548","said","even",4
"2549","said","if",4
"2550","said","last",4
"2551","said","letter",4
"2552","said","michael",4
"2553","said","people",4
"2554","said","police",4
"2555","said","school",4
"2556","said","thank",4
"2557","said","thats",4
"2558","said","thursday",4
"2559","said","yearold",4
"2560","saturday","afternoon",4
"2561","saturday","april",4
"2562","saturday","i",4
"2563","saturday","morning",4
"2564","say","im",4
"2565","say","one",4
"2566","say","something",4
"2567","say","yes",4
"2568","saying","i",4
"2569","school","said",4
"2570","school","students",4
"2571","school","system",4
"2572","scored","points",4
"2573","search","warrants",4
"2574","season","the",4
"2575","second","i",4
"2576","second","quarter",4
"2577","see","another",4
"2578","see","family",4
"2579","see","go",4
"2580","see","last",4
"2581","see","people",4
"2582","see","something",4
"2583","see","will",4
"2584","seeing","i",4
"2585","send","us",4
"2586","series","i",4
"2587","series","the",4
"2588","serve","immediately",4
"2589","seven","years",4
"2590","several","hours",4
"2591","several","times",4
"2592","she","called",4
"2593","she","says",4
"2594","sheriffs","deputy",4
"2595","short","i",4
"2596","short","story",4
"2597","since","early",4
"2598","since","i’ve",4
"2599","single","day",4
"2600","small","businesses",4
"2601","so","like",4
"2602","so","one",4
"2603","so","proud",4
"2604","somebody","else",4
"2605","something","can",4
"2606","something","thats",4
"2607","something","wrong",4
"2608","son","i",4
"2609","soon","possible",4
"2610","sounded","like",4
"2611","south","african",4
"2612","space","shuttle",4
"2613","spend","money",4
"2614","spent","rest",4
"2615","spread","word",4
"2616","start","new",4
"2617","start","playing",4
"2618","started","blog",4
"2619","starting","look",4
"2620","state","local",4
"2621","state","mind",4
"2622","state","the",4
"2623","steve","jobs",4
"2624","still","looking",4
"2625","still","love",4
"2626","strong","enough",4
"2627","students","i",4
"2628","stuff","i",4
"2629","super","excited",4
"2630","sure","can",4
"2631","sure","check",4
"2632","sweet","potato",4
"2633","take","moment",4
"2634","take","one",4
"2635","taking","care",4
"2636","taking","part",4
"2637","taking","photos",4
"2638","talk","i",4
"2639","team","leader",4
"2640","tell","truth",4
"2641","telling","i",4
"2642","tells","story",4
"2643","tells","us",4
"2644","texas","am",4
"2645","texas","rangers",4
"2646","thank","everyone",4
"2647","that","just",4
"2648","that","makes",4
"2649","that","means",4
"2650","that","will",4
"2651","thats","im",4
"2652","thats","like",4
"2653","the","administration",4
"2654","the","airport",4
"2655","the","annual",4
"2656","the","big",4
"2657","the","cost",4
"2658","the","county",4
"2659","the","department",4
"2660","the","event",4
"2661","the","final",4
"2662","the","flyers",4
"2663","the","group",4
"2664","the","heat",4
"2665","the","kids",4
"2666","the","latest",4
"2667","the","letter",4
"2668","the","life",4
"2669","the","list",4
"2670","the","little",4
"2671","the","main",4
"2672","the","movie",4
"2673","the","name",4
"2674","the","numbers",4
"2675","the","officials",4
"2676","the","pirates",4
"2677","the","plain",4
"2678","the","president",4
"2679","the","project",4
"2680","the","red",4
"2681","the","rest",4
"2682","the","series",4
"2683","the","sound",4
"2684","the","state",4
"2685","the","sun",4
"2686","the","top",4
"2687","the","total",4
"2688","the","unemployment",4
"2689","the","woman",4
"2690","the","yearold",4
"2691","there","couple",4
"2692","there’s","nothing",4
"2693","theres","lot",4
"2694","they","dont",4
"2695","they","just",4
"2696","they","seem",4
"2697","theyre","worth",4
"2698","thing","it",4
"2699","things","said",4
"2700","think","ive",4
"2701","think","like",4
"2702","think","might",4
"2703","think","one",4
"2704","this","blog",4
"2705","this","book",4
"2706","this","going",4
"2707","this","i",4
"2708","this","new",4
"2709","three","miles",4
"2710","throughout","world",4
"2711","tight","end",4
"2712","time","–",4
"2713","time","around",4
"2714","time","frame",4
"2715","time","it",4
"2716","time","new",4
"2717","time","so",4
"2718","time","take",4
"2719","time","work",4
"2720","time","you",4
"2721","times","day",4
"2722","to","get",4
"2723","to","see",4
"2724","to","the",4
"2725","today","he",4
"2726","today","will",4
"2727","together","one",4
"2728","tomorrow","i",4
"2729","tomorrow","night",4
"2730","tonight","the",4
"2731","tonight","tomorrow",4
"2732","took","away",4
"2733","trayvon","martin",4
"2734","treat","like",4
"2735","trenton","—",4
"2736","tried","get",4
"2737","trying","convince",4
"2738","trying","hard",4
"2739","tweet","i",4
"2740","twin","towers",4
"2741","two","choices",4
"2742","two","decades",4
"2743","u","get",4
"2744","u","guys",4
"2745","u","r",4
"2746","uh","oh",4
"2747","understand","i",4
"2748","united","nations",4
"2749","university","california",4
"2750","us","back",4
"2751","us","department",4
"2752","us","dont",4
"2753","us","see",4
"2754","us","we",4
"2755","use","word",4
"2756","used","say",4
"2757","very","cool",4
"2758","video","games",4
"2759","violent","crime",4
"2760","visit","us",4
"2761","visitor","center",4
"2762","waiting","hear",4
"2763","walking","around",4
"2764","wanna","go",4
"2765","want","and",4
"2766","want","make",4
"2767","want","read",4
"2768","want","take",4
"2769","wanted","get",4
"2770","wasn’t","going",4
"2771","way","can",4
"2772","way","make",4
"2773","way","said",4
"2774","we","asked",4
"2775","we","cant",4
"2776","we","great",4
"2777","we","met",4
"2778","we","really",4
"2779","we’ve","got",4
"2780","wednesday","night",4
"2781","week","ago",4
"2782","week","im",4
"2783","week","will",4
"2784","welcome","new",4
"2785","well","anyone",4
"2786","well","maybe",4
"2787","went","i",4
"2788","what","favorite",4
"2789","what","mean",4
"2790","what’s","going",4
"2791","when","one",4
"2792","whether","i",4
"2793","whether","shes",4
"2794","whipped","cream",4
"2795","white","sox",4
"2796","whoa","whoa",4
"2797","whole","family",4
"2798","widely","available",4
"2799","will","back",4
"2800","will","buy",4
"2801","will","change",4
"2802","will","consider",4
"2803","will","definitely",4
"2804","will","hold",4
"2805","will","live",4
"2806","will","offer",4
"2807","will","open",4
"2808","will","post",4
"2809","will","protect",4
"2810","will","raise",4
"2811","will","return",4
"2812","will","start",4
"2813","will","understand",4
"2814","will","wait",4
"2815","will","want",4
"2816","will","work",4
"2817","within","days",4
"2818","within","minutes",4
"2819","within","weeks",4
"2820","without","much",4
"2821","wonder","many",4
"2822","wonderful","time",4
"2823","wont","get",4
"2824","work","im",4
"2825","work","progress",4
"2826","workforce","development",4
"2827","world","around",4
"2828","world","trade",4
"2829","world","watching",4
"2830","worry","much",4
"2831","worse","i",4
"2832","wow","i",4
"2833","wrong","way",4
"2834","year","that",4
"2835","yearold","girl",4
"2836","years","said",4
"2837","yes","rt",4
"2838","you","give",4
"2839","you","go",4
"2840","you","think",4
"2841","you’re","going",4
"2842","your","home",4
"2843","youre","getting",4
"2844","a","bit",3
"2845","a","day",3
"2846","a","former",3
"2847","a","i",3
"2848","�","i",3
"2849","a","months",3
"2850","a","quick",3
"2851","a","series",3
"2852","a","true",3
"2853","a","week",3
"2854","a","wonderful",3
"2855","–","including",3
"2856","–","it’s",3
"2857","–","one",3
"2858","–","people",3
"2859","–","this",3
"2860","—","even",3
"2861","—","gov",3
"2862","—","something",3
"2863","—","well",3
"2864","“","i",3
"2865","“i","can’t",3
"2866","“i","feel",3
"2867","“i","know",3
"2868","“i","will",3
"2869","“i’m","sorry",3
"2870","aaron","rodgers",3
"2871","able","move",3
"2872","able","play",3
"2873","able","use",3
"2874","according","national",3
"2875","according","police",3
"2876","across","chest",3
"2877","across","county",3
"2878","actively","involved",3
"2879","actively","seeking",3
"2880","actually","got",3
"2881","actually","see",3
"2882","adams","said",3
"2883","add","remaining",3
"2884","add","sugar",3
"2885","admittedly","i",3
"2886","advertising","fees",3
"2887","advertising","linking",3
"2888","afford","pay",3
"2889","afghan","president",3
"2890","african","americans",3
"2891","after","i",3
"2892","afternoon","i",3
"2893","afterwards","i",3
"2894","agency","said",3
"2895","ages","free",3
"2896","ages","younger",3
"2897","ago","now",3
"2898","air","conditioning",3
"2899","air","field",3
"2900","all","things",3
"2901","almost","exclusively",3
"2902","almost","ready",3
"2903","along","new",3
"2904","along","top",3
"2905","already","i",3
"2906","already","lost",3
"2907","also","began",3
"2908","also","days",3
"2909","also","found",3
"2910","also","gave",3
"2911","also","get",3
"2912","also","great",3
"2913","also","happens",3
"2914","also","helped",3
"2915","also","little",3
"2916","also","makes",3
"2917","also","plan",3
"2918","also","take",3
"2919","also","trying",3
"2920","also","use",3
"2921","also","welcome",3
"2922","although","overall",3
"2923","always","fun",3
"2924","always","grateful",3
"2925","always","i",3
"2926","always","know",3
"2927","always","loved",3
"2928","always","one",3
"2929","always","said",3
"2930","always","thought",3
"2931","always","want",3
"2932","always","wanted",3
"2933","amazonca","amazoncouk",3
"2934","amazoncom","amazonca",3
"2935","amazoncouk","amazonde",3
"2936","amazonde","amazonfr",3
"2937","amazones","certain",3
"2938","amazonfr","amazonit",3
"2939","amazonit","amazones",3
"2940","american","public",3
"2941","amount","time",3
"2942","an","interesting",3
"2943","an","yearold",3
"2944","and","bad",3
"2945","and","course",3
"2946","and","despite",3
"2947","and","dream",3
"2948","and","get",3
"2949","and","good",3
"2950","and","got",3
"2951","and","i’m",3
"2952","and","new",3
"2953","and","one",3
"2954","and","theres",3
"2955","and","youve",3
"2956","andor","amazon",3
"2957","anne","frank",3
"2958","anyone","get",3
"2959","anyway","i",3
"2960","anyway","im",3
"2961","anyway","since",3
"2962","anyways","i",3
"2963","appears","website",3
"2964","april","opening",3
"2965","april","the",3
"2966","are","still",3
"2967","arm","around",3
"2968","around","next",3
"2969","around","pm",3
"2970","around","state",3
"2971","article","section",3
"2972","as","child",3
"2973","as","people",3
"2974","as","walked",3
"2975","as","well",3
"2976","ask","can",3
"2977","ask","i",3
"2978","ask","us",3
"2979","asked","question",3
"2980","associates","programmes",3
"2981","at","home",3
"2982","athletic","director",3
"2983","available","us",3
"2984","away","free",3
"2985","away","one",3
"2986","back","car",3
"2987","back","day",3
"2988","back","door",3
"2989","back","head",3
"2990","back","later",3
"2991","back","many",3
"2992","back","next",3
"2993","back","now",3
"2994","back","onto",3
"2995","back","people",3
"2996","back","together",3
"2997","back","tomorrow",3
"2998","back","track",3
"2999","back","we",3
"3000","back","window",3
"3001","back","year",3
"3002","bad","guys",3
"3003","baking","sheets",3
"3004","baking","soda",3
"3005","baltimore","county",3
"3006","bank","also",3
"3007","bank","america",3
"3008","bank","holiday",3
"3009","banking","system",3
"3010","bar","i",3
"3011","barely","enough",3
"3012","baseball","team",3
"3013","based","i",3
"3014","basis","said",3
"3015","basketball","teams",3
"3016","baton","rouge",3
"3017","bc","i",3
"3018","beat","em",3
"3019","became","clear",3
"3020","become","accustomed",3
"3021","become","better",3
"3022","become","one",3
"3023","becoming","increasingly",3
"3024","bed","i",3
"3025","before","i",3
"3026","behind","scenes",3
"3027","believe","people",3
"3028","believe","will",3
"3029","best","i",3
"3030","best","interest",3
"3031","best","luck",3
"3032","best","show",3
"3033","best","things",3
"3034","better","idea",3
"3035","better","person",3
"3036","better","place",3
"3037","better","world",3
"3038","big","brother",3
"3039","big","city",3
"3040","big","day",3
"3041","big","enough",3
"3042","big","game",3
"3043","big","smile",3
"3044","big","thanks",3
"3045","biggest","thing",3
"3046","blog","called",3
"3047","blog","posts",3
"3048","blog","well",3
"3049","board","member",3
"3050","board","trustees",3
"3051","board","voted",3
"3052","body","i",3
"3053","bond","issue",3
"3054","boring","i",3
"3055","both","sides",3
"3056","brewing","co",3
"3057","bright","side",3
"3058","bring","simmer",3
"3059","british","open",3
"3060","brought","back",3
"3061","brought","home",3
"3062","buckingham","palace",3
"3063","build","new",3
"3064","building","new",3
"3065","burn","calories",3
"3066","business","cards",3
"3067","business","manager",3
"3068","business","owner",3
"3069","business","usual",3
"3070","busy","busy",3
"3071","but","end",3
"3072","but","far",3
"3073","but","getting",3
"3074","but","important",3
"3075","but","moment",3
"3076","but","people",3
"3077","but","place",3
"3078","but","playing",3
"3079","but","right",3
"3080","but","said",3
"3081","but","thats",3
"3082","but","time",3
"3083","but","wasnt",3
"3084","butter","sugar",3
"3085","buy","new",3
"3086","buy","one",3
"3087","by","contrast",3
"3088","call","visit",3
"3089","called","police",3
"3090","called","testify",3
"3091","came","light",3
"3092","came","room",3
"3093","can","accessed",3
"3094","can","anyone",3
"3095","can","apply",3
"3096","can","ask",3
"3097","can","believe",3
"3098","can","eat",3
"3099","can","feel",3
"3100","can","include",3
"3101","can","let",3
"3102","can","mean",3
"3103","can","now",3
"3104","can","occur",3
"3105","can","offer",3
"3106","can","please",3
"3107","can","run",3
"3108","can","said",3
"3109","can","score",3
"3110","can","show",3
"3111","can","speak",3
"3112","can","things",3
"3113","can","write",3
"3114","can’t","help",3
"3115","can’t","remember",3
"3116","can’t","say",3
"3117","cancer","last",3
"3118","canon","law",3
"3119","cant","beat",3
"3120","cant","leave",3
"3121","cant","make",3
"3122","cant","talk",3
"3123","card","yet",3
"3124","care","i",3
"3125","care","i’m",3
"3126","care","much",3
"3127","case","western",3
"3128","cast","crew",3
"3129","cause","death",3
"3130","center","se",3
"3131","cents","per",3
"3132","cents","share",3
"3133","certain","content",3
"3134","change","course",3
"3135","change","removal",3
"3136","change","the",3
"3137","changed","since",3
"3138","character","development",3
"3139","charter","school",3
"3140","chicago","illinois",3
"3141","chicago","public",3
"3142","chicken","broth",3
"3143","chief","economist",3
"3144","child","care",3
"3145","child","welfare",3
"3146","children","family",3
"3147","childrens","hospital",3
"3148","chocolate","cake",3
"3149","chocolate","chips",3
"3150","christmas","eve",3
"3151","christmas","i",3
"3152","christmas","the",3
"3153","church","i",3
"3154","circuit","judge",3
"3155","city","attorney",3
"3156","close","friend",3
"3157","close","friends",3
"3158","closed","door",3
"3159","club","will",3
"3160","coach","dave",3
"3161","coach","john",3
"3162","coaching","staff",3
"3163","cocoa","powder",3
"3164","cold","weather",3
"3165","college","also",3
"3166","college","basketball",3
"3167","college","student",3
"3168","color","scheme",3
"3169","come","alive",3
"3170","come","around",3
"3171","come","forward",3
"3172","come","get",3
"3173","come","him",3
"3174","come","many",3
"3175","come","new",3
"3176","come","next",3
"3177","come","said",3
"3178","come","soon",3
"3179","come","the",3
"3180","come","true",3
"3181","comes","amazon",3
"3182","comes","really",3
"3183","comfort","food",3
"3184","coming","i",3
"3185","coming","people",3
"3186","coming","weeks",3
"3187","comments","made",3
"3188","common","good",3
"3189","common","ground",3
"3190","common","sense",3
"3191","community","members",3
"3192","community","the",3
"3193","company","also",3
"3194","company","years",3
"3195","competitive","race",3
"3196","completely","different",3
"3197","congress","last",3
"3198","considered","good",3
"3199","consumer","spending",3
"3200","contact","us",3
"3201","contemporary","art",3
"3202","content","appears",3
"3203","content","provided",3
"3204","continues","grow",3
"3205","controlled","dangerous",3
"3206","cook","stirring",3
"3207","cool","completely",3
"3208","cool","i",3
"3209","cool","new",3
"3210","cool","things",3
"3211","copious","amounts",3
"3212","corner","i",3
"3213","cost","per",3
"3214","costs","the",3
"3215","couldnt","get",3
"3216","couldnt","hold",3
"3217","couldnt","see",3
"3218","country","will",3
"3219","county","board",3
"3220","county","man",3
"3221","county","prosecutors",3
"3222","county","public",3
"3223","coupon","code",3
"3224","covent","garden",3
"3225","crazy","i",3
"3226","crazy","time",3
"3227","cream","tartar",3
"3228","cream","the",3
"3229","creations","this",3
"3230","credit","cards",3
"3231","crew","members",3
"3232","cup","coffee",3
"3233","cup","water",3
"3234","curry","powder",3
"3235","cut","i",3
"3236","cute","i",3
"3237","cuyahoga","county",3
"3238","cuz","i",3
"3239","d","the",3
"3240","daily","life",3
"3241","daily","mail",3
"3242","damn","near",3
"3243","dance","floor",3
"3244","dangerous","substance",3
"3245","dark","side",3
"3246","day","days",3
"3247","day","get",3
"3248","day","go",3
"3249","day","it",3
"3250","day","its",3
"3251","day","last",3
"3252","day","long",3
"3253","day","night",3
"3254","day","sunday",3
"3255","day","two",3
"3256","day","we",3
"3257","day","week",3
"3258","day","weekend",3
"3259","day","what",3
"3260","day","without",3
"3261","days","like",3
"3262","days","this",3
"3263","days","week",3
"3264","days","year",3
"3265","decade","ago",3
"3266","decided","get",3
"3267","decided","make",3
"3268","decisions","made",3
"3269","deep","inside",3
"3270","defense","allowed",3
"3271","defensive","coordinator",3
"3272","defensive","end",3
"3273","definitely","one",3
"3274","dennis","kucinich",3
"3275","department","spokesman",3
"3276","designed","provide",3
"3277","determined","make",3
"3278","did","see",3
"3279","didn’t","find",3
"3280","didn’t","he",3
"3281","didnt","expect",3
"3282","didnt","go",3
"3283","didnt","realize",3
